Time (us),Address,RSSI (dBm),Raw data,Connectable,Addr Type
26542754291,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26544763270,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26546768859,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26548786419,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26552775437,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26558876916,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26560803709,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26562828431,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26564817123,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26566828508,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26568848093,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26570833064,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26572844531,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26574841411,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26576850160,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26578858345,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26580901463,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26582870454,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26584873092,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26586883288,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26588887290,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26590886888,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26592901518,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26594904752,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26596944336,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26598915449,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26600915542,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26602916110,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26604923728,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26608936439,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26614953964,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26616954059,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26618954711,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26620965285,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26622976270,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26624992856,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26626975926,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26628978187,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26634988044,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26636992562,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26643009449,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26647023714,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26649023074,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26651031367,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26655048124,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26659070467,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26661057346,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26665060319,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26667063596,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26669074915,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26671097375,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26673090605,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26675095844,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26677095189,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26679105984,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26681102743,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26683166226,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26685104673,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26687110011,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26689124967,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26691117003,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26695140277,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26697120193,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26699126779,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26701138887,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26703145705,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26705190308,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26707173175,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26709157104,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26711164934,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26713168644,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26715172479,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26719174997,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26723200687,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26725194116,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26727207614,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26729214598,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26731228015,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26733230054,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26735226382,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26737234674,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26739240922,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26741276195,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26745264556,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26747264335,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26749273290,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26751275025,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26753284415,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26755289979,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26757296370,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26759299875,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26761315775,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26763329635,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26765322683,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26771327896,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26773366589,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26775339820,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26779367406,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26781360270,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26783360379,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26785364008,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26789376928,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26793388630,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26795394407,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26797398278,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26799407463,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26801421391,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26803424296,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26805426251,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26807427480,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26811449649,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26813443121,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26815452501,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26817515483,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26819488588,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26821468281,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26823478482,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26825493969,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26829495935,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26831527593,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26833502127,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26837512573,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26839519606,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26841522710,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26843535592,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26845538848,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26847540094,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26849539478,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26851548089,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26853545206,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26857562966,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26859558111,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26863567364,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26865580719,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26869582897,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26871586000,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26875616490,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26879616475,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26881628178,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26883630227,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26885643231,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26887640785,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26891642599,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26893644482,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26895654525,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26897657630,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26899667160,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26901660601,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26903660614,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26905707182,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26907684912,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26909684398,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26913713950,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26915723620,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26917718810,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26919702291,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26921735746,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26923712717,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26925714361,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26927749722,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26929724745,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26931736686,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26933724179,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26935724001,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26937730207,FB:3A:74:CC:E3:23,-24,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26939731509,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26941732701,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26943733950,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26945734723,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26947738232,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26949755996,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26951755711,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26953762848,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26955767788,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26959779237,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26961784672,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26963788910,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26965795482,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26967800383,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26969799916,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26971811929,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26973811148,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26975817952,FB:3A:74:CC:E3:23,-26,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26977826989,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26979832021,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26983835963,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26985844701,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26987867975,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26989855382,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26991858159,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26993859134,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26995861359,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26997871469,FB:3A:74:CC:E3:23,-27,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
26999882673,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
27001885278,FB:3A:74:CC:E3:23,-22,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
27003884994,FB:3A:74:CC:E3:23,-23,0x1EFF4C00121900EF5E6F09E4150F30232553FE022E5820D0A9D6353EA80200,0,1
