Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Gravity_X,Gravity_Y,Gravity_Z,Orientation_Azimuth,Position_X,Position_Y,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Step_Count
2026-01-07 14:13:26.640,-0.02932897,2.5809495,9.612122,-0.04314194,-0.082955025,0.054460037,48.7125,-17.2875,-26.587502,-0.17709379,2.7507386,9.411295,258.6486,0.0,0.0,0.14776482,-0.16978908,0.20082664,0
2026-01-07 14:13:26.690,-0.6392518,2.700061,9.607931,0.12623012,-0.005193011,0.13648298,48.881252,-17.493752,-27.093752,-0.16251494,2.764342,9.407571,259.5439,0.0,0.0,-0.4767369,-0.06428099,0.2003603,0
2026-01-07 14:13:26.741,0.29149407,3.0340521,9.245809,0.09640359,-0.059519894,0.0885475,48.300003,-17.475,-26.775002,-0.10682512,2.8186972,9.392227,259.9124,0.0,0.0,0.39831918,0.21535492,-0.14641857,0
2026-01-07 14:13:26.792,-0.05746084,2.842516,9.211691,0.1517957,0.22063638,-0.037150003,48.037502,-17.362501,-26.7,-0.12570788,2.8934076,9.3692465,259.78067,0.0,0.0,0.068247035,-0.050891638,-0.15755558,0
2026-01-07 14:13:26.842,-0.19812019,2.9526494,9.488221,0.112382084,0.010785485,0.008655018,48.206253,-17.587502,-25.95,-0.2007019,2.953332,9.34922,259.55243,0.0,0.0,0.0025817156,-6.825924E-4,0.1390009,0
2026-01-07 14:13:26.892,-0.2621651,2.991555,9.277532,0.12409965,0.11837402,-0.035019536,48.093754,-17.94375,-25.7625,-0.21748222,3.0083134,9.331299,259.5161,0.0,0.0,-0.044682875,-0.016758442,-0.053767204,0
2026-01-07 14:13:26.941,-0.11133038,3.2866404,8.808268,0.0047935485,0.21104929,-0.11278155,48.225002,-17.831251,-25.5375,-0.30187932,3.0569618,9.313122,261.02258,0.0,0.0,0.19054893,0.22967863,-0.5048542,0
2026-01-07 14:13:26.993,-0.46627077,2.947861,9.298481,-0.06551183,-0.052063264,-0.07123746,48.487503,-18.112501,-25.143751,-0.35899398,3.0416908,9.316095,259.2509,0.0,0.0,-0.1072768,-0.09382987,-0.017614365,0
2026-01-07 14:13:27.043,-0.7673417,3.0490158,9.497798,-0.011184947,-0.095737815,0.0118507175,49.275,-18.206251,-24.993752,-0.36074692,3.0262253,9.321063,259.7252,0.0,0.0,-0.40659475,0.022790432,0.17673492,0
2026-01-07 14:13:27.094,-0.4890157,2.9658175,9.266758,-0.0548595,-0.10319445,0.12902635,48.73125,-18.225,-25.031252,-0.3251673,3.0155845,9.325819,259.27368,0.0,0.0,-0.1638484,-0.049767017,-0.05906105,0
2026-01-07 14:13:27.144,-0.24001873,3.0376434,8.870518,-0.17310037,0.03741631,0.12796111,48.300003,-17.34375,-25.800001,-0.27865785,2.976055,9.340013,260.8867,0.0,0.0,0.03863913,0.061588526,-0.46949482,0
2026-01-07 14:13:27.194,0.1388637,2.5198972,9.719262,-0.10705592,-0.040345702,0.053394806,48.16875,-17.34375,-26.04375,-0.24703328,2.8841746,9.369679,257.87592,0.0,0.0,0.38589698,-0.36427736,0.34958267,0
2026-01-07 14:13:27.245,-0.5835867,3.0909145,8.977059,-0.0484681,0.10985216,0.106656455,47.90625,-17.60625,-26.531252,-0.24735184,2.8629518,9.376178,261.31683,0.0,0.0,-0.33623487,0.22796273,-0.39911842,0
2026-01-07 14:13:27.296,-0.110133275,2.552219,8.908825,-0.24234052,-0.038215235,0.17376614,47.475002,-17.456251,-26.925001,-0.2657609,2.8089423,9.391997,258.94995,0.0,0.0,0.15562762,-0.2567234,-0.48317242,0
2026-01-07 14:13:27.346,-0.37828386,2.6192567,8.875306,-0.4607133,-0.052063264,0.099199824,47.025,-17.1,-27.16875,-0.24620856,2.6079571,9.450309,259.9047,0.0,0.0,-0.1320753,0.01129961,-0.5750027,0
2026-01-07 14:13:27.398,-0.83856916,2.3870192,9.751583,0.6174357,-0.027562905,0.0075897854,46.893753,-17.00625,-28.556252,-0.11176107,2.5759552,9.461626,258.72253,0.0,0.0,-0.7268081,-0.188936,0.28995705,0
2026-01-07 14:13:27.448,0.6075287,3.6709096,8.557475,0.25618854,-0.11384678,-0.027562905,47.0625,-17.53125,-27.69375,-0.05856132,2.8645816,9.378759,262.3583,0.0,0.0,0.66609,0.80632806,-0.8212843,0
2026-01-07 14:13:27.498,-0.20590134,3.1621418,9.427169,-0.32436347,0.10559122,0.015046417,47.100002,-17.25,-26.7,-0.036001876,2.8297262,9.389449,260.7899,0.0,0.0,-0.16989946,0.33241558,0.037719727,0
2026-01-07 14:13:27.550,-0.01616086,2.5600002,9.448717,-0.33927673,0.028894445,0.121569715,47.193752,-17.025002,-27.16875,-0.08963204,2.6570177,9.439418,258.83368,0.0,0.0,0.07347118,-0.09701753,0.009299278,0
