Timestamp,MAC_Address,RSSI,Phone_Direction,Position_X,Position_Y,Step_Count,Target_Direction,Cluster,Ground_Truth,Phase
2026-01-02 03:19:45.822,DF:6F:E5:81:8B:9D,-67,187.29558,0.0,0.0,0,190.60378,,,nav
2026-01-02 03:19:51.736,DF:6F:E5:81:8B:9D,-69,187.59816,-0.09780034,-0.4903418,1,190.60378,,,nav
2026-01-02 03:19:57.773,DF:6F:E5:81:8B:9D,-68,196.88907,-0.17936906,-0.9836435,2,190.60378,,,nav
2026-01-02 03:19:59.762,DF:6F:E5:81:8B:9D,-68,194.95216,-0.17936906,-0.9836435,2,190.60378,,,nav
2026-01-02 03:20:01.765,DF:6F:E5:81:8B:9D,-70,186.48976,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:03.762,DF:6F:E5:81:8B:9D,-68,187.82785,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:05.775,DF:6F:E5:81:8B:9D,-67,188.39438,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:07.778,DF:6F:E5:81:8B:9D,-66,188.56076,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:09.779,DF:6F:E5:81:8B:9D,-74,188.94138,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:13.790,DF:6F:E5:81:8B:9D,-80,185.15428,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:19.789,DF:6F:E5:81:8B:9D,-70,190.01202,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:21.805,DF:6F:E5:81:8B:9D,-70,189.3088,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:23.796,DF:6F:E5:81:8B:9D,-72,189.87611,-0.23167594,-1.4808999,3,190.60378,,,nav
2026-01-02 03:20:27.819,DF:6F:E5:81:8B:9D,-79,192.20187,-0.32913947,-1.9713088,4,190.60378,,,nav
2026-01-02 03:20:29.824,DF:6F:E5:81:8B:9D,-78,191.69127,-0.43144187,-2.460731,5,190.60378,,,nav
2026-01-02 03:20:31.813,DF:6F:E5:81:8B:9D,-80,193.84883,-0.43144187,-2.460731,5,190.60378,,,nav
2026-01-02 03:20:33.820,DF:6F:E5:81:8B:9D,-72,194.79669,-0.43144187,-2.460731,5,190.60378,,,nav
2026-01-02 03:20:35.826,DF:6F:E5:81:8B:9D,-71,193.61581,-0.43144187,-2.460731,5,190.60378,,,nav
2026-01-02 03:20:37.826,DF:6F:E5:81:8B:9D,-70,193.32652,-0.43144187,-2.460731,5,190.60378,,,nav
2026-01-02 03:20:39.831,DF:6F:E5:81:8B:9D,-68,192.17007,-0.43144187,-2.460731,5,190.60378,,,nav
2026-01-02 03:20:41.831,DF:6F:E5:81:8B:9D,-72,184.6815,-0.5064548,-3.4578683,7,190.60378,,,nav
2026-01-02 03:20:43.834,DF:6F:E5:81:8B:9D,-72,186.42409,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:45.842,DF:6F:E5:81:8B:9D,-70,188.63991,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:47.841,DF:6F:E5:81:8B:9D,-69,187.98387,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:49.854,DF:6F:E5:81:8B:9D,-70,187.13524,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:51.855,DF:6F:E5:81:8B:9D,-69,188.59384,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:53.867,DF:6F:E5:81:8B:9D,-70,188.95677,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:55.862,DF:6F:E5:81:8B:9D,-74,187.81323,-0.5632758,-3.9546292,8,190.60378,,,nav
2026-01-02 03:20:59.874,DF:6F:E5:81:8B:9D,-70,189.69847,-0.83403873,-5.934241,12,190.60378,,,nav
2026-01-02 03:21:03.909,DF:6F:E5:81:8B:9D,-69,191.07988,-1.1165758,-7.4073505,15,190.60378,,,nav
2026-01-02 03:21:05.895,DF:6F:E5:81:8B:9D,-76,187.59074,-1.1165758,-7.4073505,15,190.60378,,,nav
2026-01-02 03:21:09.922,DF:6F:E5:81:8B:9D,-70,193.36327,-1.1769948,-7.9036865,16,190.60378,,,nav
