Timestamp,MAC_Address,RSSI,Phone_Direction,Position_X,Position_Y,Step_Count,Target_Direction,Cluster,Ground_Truth,Phase
2026-01-02 02:04:08.545,CD:EF:86:FD:E4:B5,-85,184.73454,0.0,0.0,0,186.07242,,,nav
2026-01-02 02:04:24.586,CD:EF:86:FD:E4:B5,-88,196.97458,-0.43243173,-1.9422709,4,186.07242,,,nav
2026-01-02 02:04:40.609,CD:EF:86:FD:E4:B5,-88,197.59482,-0.9729183,-3.8669982,8,186.07242,,,nav
2026-01-02 02:04:54.627,CD:EF:86:FD:E4:B5,-92,199.11832,-1.4063442,-5.803155,12,186.07242,,,nav
2026-01-02 02:04:58.638,CD:EF:86:FD:E4:B5,-85,194.43286,-1.4063442,-5.803155,12,186.07242,,,nav
2026-01-02 02:05:00.644,CD:EF:86:FD:E4:B5,-90,194.5171,-1.5316787,-6.2871914,13,186.07242,,,nav
2026-01-02 02:05:18.690,CD:EF:86:FD:E4:B5,-85,199.8821,-2.3591866,-9.1365795,19,186.07242,,,nav
2026-01-02 02:05:28.710,CD:EF:86:FD:E4:B5,-91,187.67879,-2.3591866,-9.1365795,19,186.07242,,,nav
2026-01-02 02:05:30.730,CD:EF:86:FD:E4:B5,-93,192.01057,-2.4204605,-9.632811,20,186.07242,,,nav
2026-01-02 02:05:36.732,CD:EF:86:FD:E4:B5,-89,204.83566,-3.2131279,-12.514089,26,186.07242,,,nav
2026-01-02 02:05:50.753,CD:EF:86:FD:E4:B5,-85,193.40761,-4.0804296,-15.3700485,32,186.07242,,,nav
2026-01-02 02:05:52.760,CD:EF:86:FD:E4:B5,-84,190.95212,-4.0804296,-15.3700485,32,186.07242,,,nav
2026-01-02 02:06:00.778,CD:EF:86:FD:E4:B5,-92,190.30417,-4.2059407,-15.854039,33,186.07242,,,nav
2026-01-02 02:06:06.791,CD:EF:86:FD:E4:B5,-85,195.01273,-4.30059,-16.345,34,186.07242,,,nav
2026-01-02 02:06:08.797,CD:EF:86:FD:E4:B5,-85,197.38092,-4.30059,-16.345,34,186.07242,,,nav
2026-01-02 02:06:10.806,CD:EF:86:FD:E4:B5,-86,188.63728,-4.30059,-16.345,34,186.07242,,,nav
2026-01-02 02:06:18.817,CD:EF:86:FD:E4:B5,-90,190.61081,-4.4068084,-16.833588,35,186.07242,,,nav
2026-01-02 02:06:24.845,CD:EF:86:FD:E4:B5,-89,201.18436,-4.9350734,-18.237316,38,186.07242,,,nav
2026-01-02 02:06:28.851,CD:EF:86:FD:E4:B5,-85,187.02165,-4.9350734,-18.237316,38,186.07242,,,nav
2026-01-02 02:06:38.864,CD:EF:86:FD:E4:B5,-90,204.02577,-5.1073523,-18.7067,39,186.07242,,,nav
2026-01-02 02:06:42.877,CD:EF:86:FD:E4:B5,-85,192.45314,-5.22831,-19.191849,40,186.07242,,,nav
2026-01-02 02:06:46.882,CD:EF:86:FD:E4:B5,-87,194.41371,-5.22831,-19.191849,40,186.07242,,,nav
2026-01-02 02:07:00.924,CD:EF:86:FD:E4:B5,-85,197.75862,-5.725947,-20.606838,43,186.07242,,,nav
2026-01-02 02:07:04.928,CD:EF:86:FD:E4:B5,-84,187.90439,-5.9431763,-21.575188,45,186.07242,,,nav
