Timestamp,MAC_Address,RSSI,Device_Name,Payload_Hex,Payload_Length,Connectable
2026-01-05 19:37:33.120,23:7F:45:5A:DA:4C,-71,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:33.142,05:19:0B:2B:29:B0,-67,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:33.162,21:94:FA:46:78:A8,-66,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:33.187,0E:F8:99:C3:C4:4B,-70,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:33.221,23:7F:45:5A:DA:4C,-73,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:33.227,58:B8:58:5E:4C:B1,-72,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:33.251,21:94:FA:46:78:A8,-71,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:33.354,21:94:FA:46:78:A8,-77,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:33.377,58:B8:58:5E:4C:B1,-73,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:33.479,0E:F8:99:C3:C4:4B,-73,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:33.521,23:7F:45:5A:DA:4C,-68,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:33.558,21:94:FA:46:78:A8,-75,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:33.594,0E:F8:99:C3:C4:4B,-73,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:33.644,23:7F:45:5A:DA:4C,-69,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:33.655,05:19:0B:2B:29:B0,-65,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:33.709,58:B8:58:5E:4C:B1,-61,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:33.758,05:19:0B:2B:29:B0,-64,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:33.785,58:B8:58:5E:4C:B1,-61,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:33.806,0E:F8:99:C3:C4:4B,-71,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:33.843,23:7F:45:5A:DA:4C,-57,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:33.860,05:19:0B:2B:29:B0,-64,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:33.863,58:B8:58:5E:4C:B1,-60,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:33.871,21:94:FA:46:78:A8,-64,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:33.949,58:B8:58:5E:4C:B1,-61,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:33.953,23:7F:45:5A:DA:4C,-57,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:33.989,21:94:FA:46:78:A8,-65,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:34.017,0E:F8:99:C3:C4:4B,-71,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:34.057,23:7F:45:5A:DA:4C,-57,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:34.067,05:19:0B:2B:29:B0,-63,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:34.133,58:B8:58:5E:4C:B1,-61,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:34.153,0E:F8:99:C3:C4:4B,-70,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:34.203,23:7F:45:5A:DA:4C,-57,Unknown Device,1EFF060001092002FE2BFEF3749CFEF57E4B7F9CC5E8017EDC1BE520F7B6F9,31,False
2026-01-05 19:37:34.283,05:19:0B:2B:29:B0,-62,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:34.324,0E:F8:99:C3:C4:4B,-69,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:34.400,58:B8:58:5E:4C:B1,-61,OsmoAction5Pro4CB0,13094F736D6F416374696F6E3550726F3443423005120C0014000DFFAA081500FA58B8585E4CB100020A000703F0FF0F181218,51,True
2026-01-05 19:37:34.414,05:19:0B:2B:29:B0,-65,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:34.526,05:19:0B:2B:29:B0,-66,Unknown Device,1EFF0600010F20227563E64B4480FC4C460EF2A052ED6A3C5CD076D6991A5E,31,False
2026-01-05 19:37:34.605,21:94:FA:46:78:A8,-68,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
